Date,Open,High,Low,Close,Adj Close,Volume
1962-01-01,0.837449,0.853909,0.792181,0.814815,0.189022,2855250
1962-01-08,0.814815,0.855967,0.804527,0.849794,0.197136,3067875
1962-01-15,0.845679,0.872428,0.827160,0.872428,0.202387,3681450
1962-01-22,0.872428,0.903292,0.860082,0.893004,0.207160,7909650
1962-01-29,0.893004,0.932099,0.884774,0.911523,0.211456,9148950
1962-02-05,0.909465,0.913580,0.872428,0.913580,0.211933,3875850
1962-02-12,0.905350,0.925926,0.895062,0.907407,0.212419,3134700
1962-02-19,0.907407,0.915638,0.843621,0.860082,0.201341,2660850
1962-02-26,0.860082,0.888889,0.849794,0.864198,0.202304,2958525
1962-03-05,0.862140,0.862140,0.831276,0.843621,0.197487,2788425
1962-03-12,0.845679,0.862140,0.831276,0.833333,0.195079,1792125
1962-03-19,0.833333,0.835391,0.816872,0.829218,0.194116,2515050
1962-03-26,0.829218,0.845679,0.825103,0.825103,0.193152,1482300
1962-04-02,0.825103,0.833333,0.767490,0.792181,0.185445,2417850
1962-04-09,0.792181,0.804527,0.759259,0.783951,0.183519,1567350
1962-04-16,0.783951,0.802469,0.765432,0.796296,0.186409,1227150
1962-04-23,0.796296,0.823045,0.759259,0.763374,0.178702,3031425
1962-04-30,0.763374,0.783951,0.730453,0.773663,0.181110,3997350
1962-05-07,0.775720,0.779835,0.726337,0.728395,0.170514,2843100
1962-05-14,0.728395,0.771605,0.693416,0.740741,0.175258,4337550
1962-05-21,0.738683,0.738683,0.646091,0.656379,0.155298,5497875
1962-05-28,0.656379,0.753086,0.578189,0.716049,0.169416,11165850
1962-06-04,0.695473,0.722222,0.658436,0.697531,0.165035,5036175
1962-06-11,0.691358,0.691358,0.621399,0.670782,0.158706,6263325
1962-06-18,0.670782,0.691358,0.619342,0.621399,0.147022,4039875
1962-06-25,0.621399,0.676955,0.602881,0.670782,0.158706,4659525
1962-07-02,0.670782,0.699588,0.658436,0.664609,0.157245,3146850
1962-07-09,0.664609,0.697531,0.658436,0.681070,0.161140,3244050
1962-07-16,0.676955,0.676955,0.637860,0.660494,0.156272,2581875
1962-07-23,0.660494,0.670782,0.629630,0.652263,0.154324,1628100
1962-07-30,0.656379,0.687243,0.656379,0.674897,0.159679,2830950
1962-08-06,0.666667,0.666667,0.625514,0.635802,0.150430,3809025
1962-08-13,0.635802,0.730453,0.635802,0.716049,0.169416,7927875
1962-08-20,0.716049,0.726337,0.691358,0.691358,0.165719,4568400
1962-08-27,0.691358,0.693416,0.652263,0.666667,0.159801,4519800
1962-09-03,0.666667,0.670782,0.652263,0.654321,0.156841,2089800
1962-09-10,0.654321,0.689300,0.652263,0.676955,0.162267,2521125
1962-09-17,0.676955,0.693416,0.637860,0.641975,0.153882,3383775
1962-09-24,0.635802,0.646091,0.609053,0.625514,0.149936,4088475
1962-10-01,0.625514,0.644033,0.600823,0.644033,0.154375,2575800
1962-10-08,0.644033,0.654321,0.627572,0.631687,0.151416,1713150
1962-10-15,0.631687,0.648148,0.602881,0.609053,0.145991,1986525
1962-10-22,0.609053,0.656379,0.598765,0.619342,0.148457,4264650
1962-10-29,0.619342,0.650206,0.602881,0.644033,0.154375,3347325
1962-11-05,0.644033,0.691358,0.617284,0.689300,0.165226,7071300
1962-11-12,0.689300,0.705761,0.650206,0.687243,0.166865,7642350
1962-11-19,0.687243,0.697531,0.674897,0.689300,0.167365,2484675
1962-11-26,0.646091,0.652263,0.625514,0.639918,0.155374,12660300
1962-12-03,0.639918,0.662551,0.633745,0.641975,0.155874,5127300
1962-12-10,0.641975,0.646091,0.625514,0.631687,0.153376,2830950
1962-12-17,0.631687,0.633745,0.600823,0.609053,0.147880,4058100
1962-12-24,0.609053,0.619342,0.606996,0.606996,0.147381,2344950
1962-12-31,0.606996,0.635802,0.606996,0.633745,0.153876,2879550
1963-01-07,0.633745,0.637860,0.602881,0.627572,0.152377,4866075
1963-01-14,0.629630,0.652263,0.625514,0.639918,0.155374,3359475
1963-01-21,0.639918,0.656379,0.629630,0.635802,0.154375,3924450
1963-01-28,0.635802,0.656379,0.627572,0.656379,0.159371,3274425
1963-02-04,0.656379,0.664609,0.637860,0.644033,0.156374,2478600
1963-02-11,0.646091,0.652263,0.633745,0.635802,0.156342,2351025
1963-02-18,0.635802,0.644033,0.613169,0.621399,0.152800,1871100
1963-02-25,0.623457,0.664609,0.623457,0.631687,0.155330,6980175
1963-03-04,0.631687,0.639918,0.623457,0.625514,0.153812,1846800
1963-03-11,0.625514,0.631687,0.600823,0.604938,0.148752,3960900
1963-03-18,0.604938,0.613169,0.592593,0.594650,0.146222,2636550
1963-03-25,0.592593,0.617284,0.578189,0.596708,0.146728,4538025
1963-04-01,0.596708,0.621399,0.594650,0.619342,0.152294,3043575
1963-04-08,0.619342,0.625514,0.598765,0.609053,0.149764,2144475
1963-04-15,0.609053,0.633745,0.598765,0.627572,0.154318,3371625
1963-04-22,0.627572,0.627572,0.606996,0.611111,0.150270,1846800
1963-04-29,0.611111,0.623457,0.604938,0.621399,0.152800,2837025
1963-05-06,0.617284,0.617284,0.592593,0.613169,0.150776,3061800
1963-05-13,0.613169,0.621399,0.598765,0.604938,0.148752,2247750
1963-05-20,0.604938,0.621399,0.600823,0.611111,0.152322,2654775
1963-05-27,0.611111,0.619342,0.600823,0.604938,0.150783,1403325
1963-06-03,0.604938,0.615226,0.586420,0.602881,0.150270,3553875
1963-06-10,0.602881,0.604938,0.588477,0.588477,0.146680,1871100
1963-06-17,0.588477,0.590535,0.580247,0.586420,0.146167,1585575
1963-06-24,0.586420,0.596708,0.580247,0.582305,0.145142,1658475
1963-07-01,0.582305,0.590535,0.580247,0.586420,0.146167,1172475
1963-07-08,0.586420,0.586420,0.549383,0.559671,0.139500,2448225
1963-07-15,0.559671,0.559671,0.543210,0.549383,0.136936,2855250
1963-07-22,0.549383,0.549383,0.502058,0.522634,0.130268,3881925
1963-07-29,0.524691,0.553498,0.524691,0.553498,0.137961,2308500
1963-08-05,0.553498,0.572016,0.549383,0.565844,0.141039,1992600
1963-08-12,0.563786,0.563786,0.539095,0.541152,0.134884,1974375
1963-08-19,0.541152,0.555556,0.537037,0.555556,0.140518,1458000
1963-08-26,0.557613,0.600823,0.557613,0.576132,0.145722,3523500
1963-09-02,0.576132,0.596708,0.565844,0.582305,0.147284,2478600
1963-09-09,0.582305,0.590535,0.572016,0.578189,0.146243,2211300
1963-09-16,0.578189,0.592593,0.563786,0.563786,0.142600,2168775
1963-09-23,0.563786,0.565844,0.543210,0.553498,0.139998,2338875
1963-09-30,0.553498,0.572016,0.549383,0.557613,0.141038,1579500
1963-10-07,0.561728,0.569959,0.547325,0.551440,0.139477,1372950
1963-10-14,0.551440,0.559671,0.543210,0.559671,0.141559,2217375
1963-10-21,0.559671,0.576132,0.559671,0.567901,0.143640,2156625
1963-10-28,0.567901,0.569959,0.559671,0.565844,0.143120,2800575
1963-11-04,0.565844,0.600823,0.561728,0.594650,0.150406,3140775
1963-11-11,0.594650,0.609053,0.590535,0.604938,0.155148,3104325
1963-11-18,0.604938,0.613169,0.569959,0.569959,0.146177,3110400
1963-11-25,0.586420,0.637860,0.586420,0.629630,0.161481,3845475
1963-12-02,0.629630,0.644033,0.621399,0.627572,0.160953,3645000
1963-12-09,0.627572,0.631687,0.592593,0.598765,0.153565,4052025
1963-12-16,0.598765,0.621399,0.588477,0.621399,0.159370,3450600
1963-12-23,0.615226,0.615226,0.592593,0.602881,0.154621,2223450
1963-12-30,0.602881,0.615226,0.590535,0.615226,0.157787,2405700
1964-01-06,0.615226,0.627572,0.606996,0.613169,0.157259,1725300
1964-01-13,0.613169,0.627572,0.609053,0.619342,0.158842,2387475
1964-01-20,0.619342,0.629630,0.606996,0.629630,0.161481,2436075
1964-01-27,0.629630,0.656379,0.629630,0.654321,0.167813,3833325
1964-02-03,0.654321,0.670782,0.644033,0.654321,0.167813,4811400
1964-02-10,0.654321,0.664609,0.648148,0.660494,0.171548,2199150
1964-02-17,0.660494,0.676955,0.658436,0.668724,0.173685,3262275
1964-02-24,0.668724,0.695473,0.668724,0.693416,0.180098,4191750
1964-03-02,0.697531,0.720165,0.695473,0.699588,0.181701,5273100
1964-03-09,0.701646,0.711934,0.666667,0.701646,0.182236,4908600
1964-03-16,0.705761,0.724280,0.703704,0.718107,0.186511,5497875
1964-03-23,0.718107,0.728395,0.711934,0.718107,0.186511,2490750
1964-03-30,0.718107,0.765432,0.716049,0.765432,0.198803,4884300
1964-04-06,0.765432,0.769547,0.744856,0.753086,0.195596,3912300
1964-04-13,0.753086,0.763374,0.748971,0.757202,0.196665,3061800
1964-04-20,0.757202,0.771605,0.732510,0.761317,0.197734,6081075
1964-04-27,0.755144,0.755144,0.685185,0.728395,0.189183,7368975
1964-05-04,0.736626,0.767490,0.736626,0.765432,0.198803,3663225
1964-05-11,0.765432,0.781893,0.759259,0.777778,0.202009,5661900
1964-05-18,0.781893,0.851852,0.781893,0.823045,0.216083,16961400
1964-05-25,0.823045,0.845679,0.786008,0.808642,0.212302,5406750
1964-06-01,0.808642,0.831276,0.796296,0.808642,0.212302,4987575
1964-06-08,0.808642,0.827160,0.802469,0.827160,0.217164,3292650
1964-06-15,0.827160,0.876543,0.823045,0.868313,0.227968,8942400
1964-06-22,0.874486,0.905350,0.874486,0.893004,0.234451,7423650
1964-06-29,0.893004,0.909465,0.868313,0.903292,0.237151,4507650
1964-07-06,0.903292,0.927984,0.903292,0.925926,0.243094,5813775
1964-07-13,0.925926,0.927984,0.888889,0.893004,0.234451,3274425
1964-07-20,0.893004,0.909465,0.880658,0.905350,0.237692,2946375
1964-07-27,0.905350,0.923868,0.903292,0.919753,0.241473,3663225
1964-08-03,0.919753,0.942387,0.886831,0.919753,0.241473,5582925
1964-08-10,0.919753,0.919753,0.880658,0.893004,0.236587,3438450
1964-08-17,0.893004,0.944444,0.893004,0.942387,0.249670,3833325
1964-08-24,0.946502,0.991770,0.946502,0.987654,0.261663,6779700
1964-08-31,0.987654,1.053498,0.983539,1.051440,0.278562,6105375
1964-09-07,1.051440,1.067901,1.014403,1.034979,0.274201,6311925
1964-09-14,1.034979,1.063786,1.020576,1.063786,0.281833,5406750
1964-09-21,1.063786,1.080247,1.043210,1.055556,0.279652,4623075
1964-09-28,1.055556,1.106996,1.055556,1.090535,0.288919,4592700
1964-10-05,1.092593,1.123457,1.092593,1.098765,0.291100,4380075
1964-10-12,1.094650,1.094650,1.024691,1.049383,0.278017,5406750
1964-10-19,1.053498,1.074074,1.041152,1.043210,0.276381,3177225
1964-10-26,1.041152,1.041152,0.983539,1.006173,0.266569,5309550
1964-11-02,1.014403,1.063786,1.014403,1.057613,0.280197,3547800
1964-11-09,1.057613,1.074074,1.037037,1.067901,0.282923,4538025
1964-11-16,1.067901,1.100823,1.059671,1.082305,0.288983,4167450
1964-11-23,1.086420,1.127572,1.078189,1.117284,0.298323,3402000
1964-11-30,1.117284,1.117284,1.076132,1.104938,0.295026,3377700
1964-12-07,1.111111,1.162551,1.111111,1.139918,0.304366,6087150
1964-12-14,1.139918,1.172840,1.102881,1.160494,0.309860,4513725
1964-12-21,1.160494,1.181070,1.115226,1.123457,0.299971,2332800
1964-12-28,1.123457,1.152263,1.121399,1.133745,0.302718,1682775
1965-01-04,1.133745,1.152263,1.106996,1.148148,0.306564,2812725
1965-01-11,1.148148,1.158436,1.094650,1.115226,0.297773,4288950
1965-01-18,1.094650,1.094650,1.045267,1.057613,0.282390,12818250
1965-01-25,1.053498,1.100823,1.032922,1.088477,0.290631,7484400
1965-02-01,1.088477,1.102881,1.061728,1.074074,0.286786,4088475
1965-02-08,1.074074,1.125514,1.063786,1.117284,0.298323,6500250
1965-02-15,1.117284,1.162551,1.111111,1.154321,0.310592,6062850
1965-02-22,1.156379,1.166667,1.086420,1.117284,0.300626,4191750
1965-03-01,1.117284,1.141975,1.096708,1.104938,0.297304,2909925
1965-03-08,1.104938,1.123457,1.080247,1.082305,0.291215,3316950
1965-03-15,1.086420,1.115226,1.034979,1.034979,0.278481,5819850
1965-03-22,1.034979,1.061728,1.008230,1.008230,0.271283,3717900
1965-03-29,1.008230,1.045267,0.993827,1.043210,0.280695,4234275
1965-04-05,1.043210,1.144033,1.041152,1.137860,0.306163,9440550
1965-04-12,1.137860,1.193416,1.135802,1.189300,0.320004,6275475
1965-04-19,1.189300,1.224280,1.185185,1.220165,0.328308,4446900
1965-04-26,1.224280,1.263374,1.218107,1.224280,0.329416,5497875
1965-05-03,1.222222,1.234568,1.197531,1.209877,0.325540,3973050
1965-05-10,1.209877,1.228395,1.209877,1.222222,0.328862,2144475
1965-05-17,1.222222,1.257202,1.222222,1.253086,0.339460,2612250
1965-05-24,1.251029,1.251029,1.185185,1.201646,0.325525,3092175
1965-05-31,1.201646,1.213992,1.160494,1.199588,0.324967,3122550
1965-06-07,1.199588,1.209877,1.127572,1.133745,0.307131,4677750
1965-06-14,1.133745,1.168724,1.072016,1.125514,0.304901,6579225
1965-06-21,1.117284,1.133745,1.078189,1.094650,0.296539,5254875
1965-06-28,1.094650,1.137860,1.041152,1.137860,0.308245,8492850
1965-07-05,1.137860,1.168724,1.127572,1.166667,0.316049,2290275
1965-07-12,1.166667,1.224280,1.160494,1.195473,0.323853,2338875
1965-07-19,1.197531,1.244856,1.187243,1.222222,0.331099,5394600
1965-07-26,1.232510,1.288066,1.232510,1.269547,0.343919,9130725
1965-08-02,1.269547,1.312757,1.255144,1.292181,0.350051,5674050
1965-08-09,1.300412,1.333333,1.300412,1.314815,0.358473,5333850
1965-08-16,1.314815,1.316872,1.271605,1.281893,0.349497,4015575
1965-08-23,1.281893,1.372428,1.275720,1.343621,0.366326,6670350
1965-08-30,1.343621,1.390947,1.339506,1.388889,0.378668,4143150
1965-09-06,1.388889,1.522634,1.384774,1.522634,0.415133,8164800
1965-09-13,1.522634,1.576132,1.456790,1.530864,0.417377,10120950
1965-09-20,1.539095,1.633745,1.518519,1.611111,0.439255,8705475
1965-09-27,1.629630,1.777778,1.617284,1.666667,0.454402,16323525
1965-10-04,1.683128,1.699588,1.648148,1.687243,0.460012,4665600
1965-10-11,1.697531,1.786008,1.697531,1.718107,0.468427,3857625
1965-10-18,1.718107,1.870370,1.711934,1.837449,0.500964,8304525
1965-10-25,1.837449,2.041152,1.732510,2.034979,0.554819,11493900
1965-11-01,2.034979,2.067901,1.985597,2.018519,0.550331,4428675
1965-11-08,2.018519,2.022634,1.893004,1.923868,0.528803,13674825
1965-11-15,1.938272,2.187243,1.938272,2.185185,0.600630,11943450
1965-11-22,2.185185,2.238683,2.123457,2.238683,0.615335,6020325
1965-11-29,2.271605,2.312757,2.199588,2.209877,0.607417,5582925
1965-12-06,2.189300,2.312757,2.123457,2.263374,0.622122,8717625
1965-12-13,2.263374,2.298354,2.257202,2.271605,0.624384,4203900
1965-12-20,2.263374,2.263374,2.080247,2.115226,0.581401,6876900
1965-12-27,2.127572,2.185185,2.057613,2.152263,0.591581,5807700
1966-01-03,2.152263,2.255144,2.152263,2.201646,0.605155,4860000
1966-01-10,2.201646,2.444444,2.195473,2.397119,0.658883,10740600
1966-01-17,2.397119,2.631687,2.390947,2.483539,0.682637,10625175
1966-01-24,2.510288,2.732510,2.510288,2.707819,0.744284,6882975
1966-01-31,2.707819,2.884774,2.683128,2.765432,0.760119,15151050
1966-02-07,2.744856,2.775720,2.604938,2.724280,0.748808,14312700
1966-02-14,2.724280,2.781893,2.561728,2.769547,0.763523,18310050
1966-02-21,2.769547,2.796296,2.619342,2.650206,0.730622,5412825
1966-02-28,2.687243,2.818930,2.586420,2.588477,0.713604,11463525
1966-03-07,2.541152,2.541152,2.325103,2.364198,0.651774,11888775
1966-03-14,2.364198,2.390947,2.230453,2.327160,0.641563,14750100
1966-03-21,2.345679,2.600823,2.345679,2.543210,0.701125,11427075
1966-03-28,2.559671,2.672840,2.469136,2.518519,0.694318,11178000
1966-04-04,2.555556,2.732510,2.555556,2.728395,0.752177,7763850
1966-04-11,2.777778,2.995885,2.757202,2.905350,0.800961,16609050
1966-04-18,2.905350,2.985597,2.469136,2.572016,0.709066,20521350
1966-04-25,2.576132,2.711934,2.514403,2.543210,0.701125,15059925
1966-05-02,2.543210,2.576132,2.279835,2.366255,0.654390,15387975
1966-05-09,2.366255,2.411523,2.251029,2.263374,0.625937,6463800
1966-05-16,2.263374,2.265432,2.008230,2.139918,0.591796,17058600
1966-05-23,2.139918,2.362140,2.078189,2.358025,0.652113,6661239
1966-05-30,2.358025,2.370370,2.139918,2.168724,0.599762,4264651
1966-06-06,2.168724,2.283951,2.082305,2.279835,0.630489,7283927
1966-06-13,2.279835,2.580247,2.205761,2.563786,0.709016,13553327
1966-06-20,2.563786,2.613169,2.411523,2.452675,0.678289,8738889
1966-06-27,2.448560,2.448560,2.279835,2.415638,0.668046,6664277
1966-07-04,2.415638,2.514403,2.304527,2.370370,0.655527,4574477
1966-07-11,2.370370,2.403292,2.296296,2.345679,0.648699,4100626
1966-07-18,2.345679,2.366255,2.160494,2.189300,0.605452,10078426
1966-07-25,2.189300,2.205761,1.942387,1.987654,0.549687,11916114
1966-08-01,1.975309,2.102881,1.917695,2.065844,0.571310,6527589
1966-08-08,2.065844,2.078189,1.962963,1.987654,0.552508,3900152
1966-08-15,1.987654,2.065844,1.979424,2.012346,0.559372,3745238
1966-08-22,2.012346,2.028807,1.662551,1.662551,0.462140,5306514
1966-08-29,1.662551,1.827160,1.641975,1.769547,0.491881,8410839
1966-09-05,1.790123,1.855967,1.683128,1.748971,0.489067,4225163
1966-09-12,1.753086,2.016461,1.753086,1.987654,0.555810,6144864
1966-09-19,1.987654,1.987654,1.814815,1.876543,0.524740,3772576
1966-09-26,1.876543,1.967078,1.637860,1.679012,0.469504,7153314
1966-10-03,1.679012,1.744856,1.473251,1.555556,0.434982,10777052
1966-10-10,1.555556,1.753086,1.493827,1.646091,0.460299,7144201
1966-10-17,1.646091,1.711934,1.448560,1.547325,0.432680,15199652
1966-10-24,1.547325,1.637860,1.465021,1.604938,0.448791,6977138
1966-10-31,1.604938,1.880658,1.584362,1.880658,0.525891,7727402
1966-11-07,1.880658,1.983539,1.855967,1.975309,0.555473,5604188
1966-11-14,1.975309,2.148148,1.921811,2.074074,0.583247,9227927
1966-11-21,2.041152,2.230453,1.991770,2.230453,0.627222,6205613
1966-11-28,2.213992,2.213992,2.053498,2.074074,0.583247,8501964
1966-12-05,2.074074,2.115226,1.909465,2.045267,0.575146,11533388
1966-12-12,2.057613,2.139918,2.049383,2.139918,0.601762,5078702
1966-12-19,2.139918,2.230453,2.115226,2.123457,0.597134,3699676
1966-12-26,2.123457,2.197531,2.111111,2.160494,0.607549,2460376
1967-01-02,2.205761,2.279835,2.148148,2.164609,0.608706,11323801
1967-01-09,2.135802,2.189300,2.032922,2.185185,0.614492,8107089
1967-01-16,2.197531,2.448560,2.197531,2.440329,0.686241,9309938
1967-01-23,2.440329,2.465021,2.304527,2.353909,0.661939,5431051
1967-01-30,2.353909,2.419753,2.242798,2.304527,0.648052,4510689
1967-02-06,2.304527,2.358025,2.242798,2.353909,0.661939,3496163
1967-02-13,2.345679,2.345679,2.222222,2.238683,0.632246,2934227
1967-02-20,2.238683,2.444444,2.218107,2.345679,0.662463,3851550
1967-02-27,2.345679,2.654321,2.308642,2.654321,0.749630,9042639
1967-03-06,2.654321,2.748971,2.555556,2.662551,0.751954,6393938
1967-03-13,2.662551,2.711934,2.600823,2.699588,0.762414,3818139
1967-03-20,2.699588,2.818930,2.641975,2.818930,0.796119,3040539
1967-03-27,2.818930,2.851852,2.716049,2.716049,0.767063,3262276
1967-04-03,2.707819,2.810700,2.592593,2.732510,0.771712,3672339
1967-04-10,2.707819,2.880658,2.613169,2.847737,0.804254,6655164
1967-04-17,2.905350,3.069959,2.888889,3.061728,0.864689,6503289
1967-04-24,3.061728,3.205761,3.000000,3.148148,0.889096,7129014
1967-05-01,3.172840,3.251029,3.094650,3.102881,0.876311,4683827
1967-05-08,3.102881,3.292181,3.065844,3.255144,0.919314,4869114
1967-05-15,3.255144,3.271605,3.127572,3.201646,0.907077,2347988
1967-05-22,3.201646,3.238683,3.127572,3.164609,0.896584,2943339
1967-05-29,3.164609,3.185185,3.000000,3.152263,0.893086,4067213
1967-06-05,3.127572,3.374486,2.995885,3.325103,0.942054,7262664
1967-06-12,3.325103,3.572016,3.296296,3.506173,0.993354,4711164
1967-06-19,3.506173,3.563786,3.477366,3.518519,0.996852,3198489
1967-06-26,3.522634,3.547325,3.440329,3.440329,0.974700,3480976
